PlanId,StepId,StepInfo,ActionType,ActionName,Input,Output,Expected,Critical
PJ_P6_Cycle_loop_to_brahl,2,Start at loop,xUI,xClick,nav_loop_btn,,,y
PJ_P6_Cycle_loop_to_brahl,3,Wait,xTime,xTimeWait,1,,,y
PJ_P6_Cycle_loop_to_brahl,4,Go to brahl,xUI,xClick,nav_brahl_btn,,,y
PJ_P6_Cycle_loop_to_brahl,5,Wait,xTime,xTimeWait,2,,,y
PJ_P6_Cycle_loop_to_brahl,6,Verify status bar,xUI,xGetText,status_bar_locator,,,y
PJ_P6_Cycle_brahl_to_cost,1,Journey shell ready,xReuse,PReuse_J_P6_Shell_Client,,,,y
PJ_P6_Cycle_brahl_to_cost,2,Start at brahl,xUI,xClick,nav_brahl_btn,,,y
PJ_P6_Cycle_brahl_to_cost,3,Wait,xTime,xTimeWait,1,,,y
PJ_P6_Cycle_brahl_to_cost,4,Go to cost,xUI,xClick,nav_cost_btn,,,y
PJ_P6_Cycle_brahl_to_cost,5,Wait,xTime,xTimeWait,2,,,y
PJ_P6_Cycle_brahl_to_cost,6,Verify status bar,xUI,xGetText,status_bar_locator,,,y
PJ_P7_Cycle_build_to_run,1,Journey shell ready,xReuse,PReuse_J_P7_Shell_Client,,,,y
PJ_P7_Cycle_build_to_run,2,Start at build,xUI,xClick,nav_build_btn,,,y
PJ_P7_Cycle_build_to_run,3,Wait,xTime,xTimeWait,1,,,y
PJ_P7_Cycle_build_to_run,4,Go to run,xUI,xClick,nav_run_btn,,,y
PJ_P7_Cycle_build_to_run,5,Wait,xTime,xTimeWait,2,,,y
PJ_P7_Cycle_build_to_run,6,Verify status bar,xUI,xGetText,status_bar_locator,,,y
PJ_P7_Cycle_run_to_analyze,1,Journey shell ready,xReuse,PReuse_J_P7_Shell_Client,,,,y
PJ_P7_Cycle_run_to_analyze,2,Start at run,xUI,xClick,nav_run_btn,,,y
PJ_P7_Cycle_run_to_analyze,3,Wait,xTime,xTimeWait,1,,,y
PJ_P7_Cycle_run_to_analyze,4,Go to analyze,xUI,xClick,nav_analyze_btn,,,y
PJ_P7_Cycle_run_to_analyze,5,Wait,xTime,xTimeWait,2,,,y
PJ_P7_Cycle_run_to_analyze,6,Verify status bar,xUI,xGetText,status_bar_locator,,,y
PJ_P7_Cycle_analyze_to_heal,1,Journey shell ready,xReuse,PReuse_J_P7_Shell_Client,,,,y
PJ_P7_Cycle_analyze_to_heal,2,Start at analyze,xUI,xClick,nav_analyze_btn,,,y
PJ_P7_Cycle_analyze_to_heal,3,Wait,xTime,xTimeWait,1,,,y
PJ_P7_Cycle_analyze_to_heal,4,Go to heal,xUI,xClick,nav_heal_btn,,,y
PJ_P7_Cycle_analyze_to_heal,5,Wait,xTime,xTimeWait,2,,,y
PJ_P7_Cycle_analyze_to_heal,6,Verify status bar,xUI,xGetText,status_bar_locator,,,y
PJ_P7_Cycle_heal_to_loop,1,Journey shell ready,xReuse,PReuse_J_P7_Shell_Client,,,,y
PJ_P7_Cycle_heal_to_loop,2,Start at heal,xUI,xClick,nav_heal_btn,,,y
PJ_P7_Cycle_heal_to_loop,3,Wait,xTime,xTimeWait,1,,,y
PJ_P7_Cycle_heal_to_loop,4,Go to loop,xUI,xClick,nav_loop_btn,,,y
PJ_P7_Cycle_heal_to_loop,5,Wait,xTime,xTimeWait,2,,,y
PJ_P7_Cycle_heal_to_loop,6,Verify status bar,xUI,xGetText,status_bar_locator,,,y
PJ_P7_Cycle_loop_to_brahl,1,Journey shell ready,xReuse,PReuse_J_P7_Shell_Client,,,,y
PJ_P7_Cycle_loop_to_brahl,2,Start at loop,xUI,xClick,nav_loop_btn,,,y
PJ_P7_Cycle_loop_to_brahl,3,Wait,xTime,xTimeWait,1,,,y
PJ_P7_Cycle_loop_to_brahl,4,Go to brahl,xUI,xClick,nav_brahl_btn,,,y
PJ_P7_Cycle_loop_to_brahl,5,Wait,xTime,xTimeWait,2,,,y
PJ_P7_Cycle_loop_to_brahl,6,Verify status bar,xUI,xGetText,status_bar_locator,,,y
PJ_P7_Cycle_brahl_to_cost,1,Journey shell ready,xReuse,PReuse_J_P7_Shell_Client,,,,y
PJ_P7_Cycle_brahl_to_cost,2,Start at brahl,xUI,xClick,nav_brahl_btn,,,y
PJ_P7_Cycle_brahl_to_cost,3,Wait,xTime,xTimeWait,1,,,y
PJ_P7_Cycle_brahl_to_cost,4,Go to cost,xUI,xClick,nav_cost_btn,,,y
PJ_P7_Cycle_brahl_to_cost,5,Wait,xTime,xTimeWait,2,,,y
PJ_P7_Cycle_brahl_to_cost,6,Verify status bar,xUI,xGetText,status_bar_locator,,,y
PJ_P9_Cycle_build_to_run,1,Journey shell ready,xReuse,PReuse_J_P9_Shell_Client,,,,y
PJ_P9_Cycle_build_to_run,2,Start at build,xUI,xClick,nav_build_btn,,,y
PJ_P9_Cycle_build_to_run,3,Wait,xTime,xTimeWait,1,,,y
PJ_P9_Cycle_build_to_run,4,Go to run,xUI,xClick,nav_run_btn,,,y
PJ_P9_Cycle_build_to_run,5,Wait,xTime,xTimeWait,2,,,y
PJ_P9_Cycle_build_to_run,6,Verify status bar,xUI,xGetText,status_bar_locator,,,y
PJ_P9_Cycle_run_to_analyze,1,Journey shell ready,xReuse,PReuse_J_P9_Shell_Client,,,,y
PJ_P9_Cycle_run_to_analyze,2,Start at run,xUI,xClick,nav_run_btn,,,y
PJ_P9_Cycle_run_to_analyze,3,Wait,xTime,xTimeWait,1,,,y
PJ_P9_Cycle_run_to_analyze,4,Go to analyze,xUI,xClick,nav_analyze_btn,,,y
PJ_P9_Cycle_run_to_analyze,5,Wait,xTime,xTimeWait,2,,,y
PJ_P9_Cycle_run_to_analyze,6,Verify status bar,xUI,xGetText,status_bar_locator,,,y
PJ_P9_Cycle_analyze_to_heal,1,Journey shell ready,xReuse,PReuse_J_P9_Shell_Client,,,,y
PJ_P9_Cycle_analyze_to_heal,2,Start at analyze,xUI,xClick,nav_analyze_btn,,,y
PJ_P9_Cycle_analyze_to_heal,3,Wait,xTime,xTimeWait,1,,,y
PJ_P9_Cycle_analyze_to_heal,4,Go to heal,xUI,xClick,nav_heal_btn,,,y
PJ_P9_Cycle_analyze_to_heal,5,Wait,xTime,xTimeWait,2,,,y
PJ_P9_Cycle_analyze_to_heal,6,Verify status bar,xUI,xGetText,status_bar_locator,,,y
PJ_P9_Cycle_heal_to_loop,1,Journey shell ready,xReuse,PReuse_J_P9_Shell_Client,,,,y
PJ_P9_Cycle_heal_to_loop,2,Start at heal,xUI,xClick,nav_heal_btn,,,y
PJ_P9_Cycle_heal_to_loop,3,Wait,xTime,xTimeWait,1,,,y
PJ_P9_Cycle_heal_to_loop,4,Go to loop,xUI,xClick,nav_loop_btn,,,y
PJ_P9_Cycle_heal_to_loop,5,Wait,xTime,xTimeWait,2,,,y
PJ_P9_Cycle_heal_to_loop,6,Verify status bar,xUI,xGetText,status_bar_locator,,,y
PJ_P9_Cycle_loop_to_brahl,1,Journey shell ready,xReuse,PReuse_J_P9_Shell_Client,,,,y
PJ_P9_Cycle_loop_to_brahl,2,Start at loop,xUI,xClick,nav_loop_btn,,,y
PJ_P9_Cycle_loop_to_brahl,3,Wait,xTime,xTimeWait,1,,,y
PJ_P9_Cycle_loop_to_brahl,4,Go to brahl,xUI,xClick,nav_brahl_btn,,,y
PJ_P9_Cycle_loop_to_brahl,5,Wait,xTime,xTimeWait,2,,,y
PJ_P9_Cycle_loop_to_brahl,6,Verify status bar,xUI,xGetText,status_bar_locator,,,y
PJ_P9_Cycle_brahl_to_cost,1,Journey shell ready,xReuse,PReuse_J_P9_Shell_Client,,,,y
PJ_P9_Cycle_brahl_to_cost,2,Start at brahl,xUI,xClick,nav_brahl_btn,,,y
PJ_P9_Cycle_brahl_to_cost,3,Wait,xTime,xTimeWait,1,,,y
PJ_P9_Cycle_brahl_to_cost,4,Go to cost,xUI,xClick,nav_cost_btn,,,y
PJ_P9_Cycle_brahl_to_cost,5,Wait,xTime,xTimeWait,2,,,y
PJ_P9_Cycle_brahl_to_cost,6,Verify status bar,xUI,xGetText,status_bar_locator,,,y
PJ_P1_Switch_cli_net,1,Journey shell ready,xReuse,PReuse_J_P1_Shell_Client,,,,y
PJ_P1_Switch_cli_net,2,Switch to networker,xUI,xClick,avatar_networker_bar_btn,,,y
PJ_P1_Switch_cli_net,3,Wait,xTime,xTimeWait,2,,,y
PJ_P1_Switch_cli_net,4,Open Promote,xUI,xClick,nav_promote_btn,,,y
PJ_P1_Switch_cli_net,5,Verify promote,xUI,xGetText,promote_heading_locator,,Promote the arena,y
PJ_P1_Switch_net_cli,1,Journey shell ready,xReuse,PReuse_J_P1_Shell_Networker,,,,y
PJ_P1_Switch_net_cli,2,Switch to client,xUI,xClick,avatar_client_bar_btn,,,y
PJ_P1_Switch_net_cli,3,Wait,xTime,xTimeWait,2,,,y
PJ_P1_Switch_net_cli,4,Verify creator title,xUI,xGetText,build_panel_title_locator,,Build — qoa_web,y
PJ_P2_Switch_cli_con,1,Journey shell ready,xReuse,PReuse_J_P2_Shell_Client,,,,y
PJ_P2_Switch_cli_con,2,Switch to consultant,xUI,xClick,avatar_hitl_bar_btn,,,y
PJ_P2_Switch_cli_con,3,Wait,xTime,xTimeWait,2,,,y
PJ_P2_Switch_cli_con,4,Verify hunter title,xUI,xGetText,build_panel_title_locator,,Build — qoa_web (QA Hunter),y
PJ_P2_Switch_con_cli,1,Journey shell ready,xReuse,PReuse_J_P2_Shell_Consultant,,,,y
PJ_P2_Switch_con_cli,2,Switch to client,xUI,xClick,avatar_client_bar_btn,,,y
PJ_P2_Switch_con_cli,3,Wait,xTime,xTimeWait,2,,,y
PJ_P2_Switch_con_cli,4,Verify creator title,xUI,xGetText,build_panel_title_locator,,Build — qoa_web,y
PJ_P2_Switch_cli_net,1,Journey shell ready,xReuse,PReuse_J_P2_Shell_Client,,,,y
PJ_P2_Switch_cli_net,2,Switch to networker,xUI,xClick,avatar_networker_bar_btn,,,y
PJ_P2_Switch_cli_net,3,Wait,xTime,xTimeWait,2,,,y
PJ_P2_Switch_cli_net,4,Open Promote,xUI,xClick,nav_promote_btn,,,y
PJ_P2_Switch_cli_net,5,Verify promote,xUI,xGetText,promote_heading_locator,,Promote the arena,y
PJ_P2_Switch_net_cli,1,Journey shell ready,xReuse,PReuse_J_P2_Shell_Networker,,,,y
PJ_P2_Switch_net_cli,2,Switch to client,xUI,xClick,avatar_client_bar_btn,,,y
PJ_P2_Switch_net_cli,3,Wait,xTime,xTimeWait,2,,,y
PJ_P2_Switch_net_cli,4,Verify creator title,xUI,xGetText,build_panel_title_locator,,Build — qoa_web,y
PJ_P3_Switch_cli_con,1,Journey shell ready,xReuse,PReuse_J_P3_Shell_Client,,,,y
PJ_P3_Switch_cli_con,2,Switch to consultant,xUI,xClick,avatar_hitl_bar_btn,,,y
PJ_P3_Switch_cli_con,3,Wait,xTime,xTimeWait,2,,,y
PJ_P3_Switch_cli_con,4,Verify hunter title,xUI,xGetText,build_panel_title_locator,,Build — qoa_web (QA Hunter),y
PJ_P3_Switch_con_cli,1,Journey shell ready,xReuse,PReuse_J_P3_Shell_Consultant,,,,y
PJ_P3_Switch_con_cli,2,Switch to client,xUI,xClick,avatar_client_bar_btn,,,y
PJ_P3_Switch_con_cli,3,Wait,xTime,xTimeWait,2,,,y
PJ_P3_Switch_con_cli,4,Verify creator title,xUI,xGetText,build_panel_title_locator,,Build — qoa_web,y
PJ_P3_Switch_cli_net,1,Journey shell ready,xReuse,PReuse_J_P3_Shell_Client,,,,y
PJ_P3_Switch_cli_net,2,Switch to networker,xUI,xClick,avatar_networker_bar_btn,,,y
PJ_P3_Switch_cli_net,3,Wait,xTime,xTimeWait,2,,,y
PJ_P3_Switch_cli_net,4,Open Promote,xUI,xClick,nav_promote_btn,,,y
PJ_P3_Switch_cli_net,5,Verify promote,xUI,xGetText,promote_heading_locator,,Promote the arena,y
PJ_P3_Switch_net_cli,1,Journey shell ready,xReuse,PReuse_J_P3_Shell_Networker,,,,y
PJ_P3_Switch_net_cli,2,Switch to client,xUI,xClick,avatar_client_bar_btn,,,y
PJ_P3_Switch_net_cli,3,Wait,xTime,xTimeWait,2,,,y
PJ_P3_Switch_net_cli,4,Verify creator title,xUI,xGetText,build_panel_title_locator,,Build — qoa_web,y
PJ_P4_Switch_cli_con,1,Journey shell ready,xReuse,PReuse_J_P4_Shell_Client,,,,y
PJ_P4_Switch_cli_con,2,Switch to consultant,xUI,xClick,avatar_hitl_bar_btn,,,y
PJ_P4_Switch_cli_con,3,Wait,xTime,xTimeWait,2,,,y
PJ_P4_Switch_cli_con,4,Verify hunter title,xUI,xGetText,build_panel_title_locator,,Build — qoa_web (QA Hunter),y
PJ_P4_Switch_con_cli,1,Journey shell ready,xReuse,PReuse_J_P4_Shell_Consultant,,,,y
PJ_P4_Switch_con_cli,2,Switch to client,xUI,xClick,avatar_client_bar_btn,,,y
PJ_P4_Switch_con_cli,3,Wait,xTime,xTimeWait,2,,,y
PJ_P4_Switch_con_cli,4,Verify creator title,xUI,xGetText,build_panel_title_locator,,Build — qoa_web,y
PJ_P4_Switch_cli_net,1,Journey shell ready,xReuse,PReuse_J_P4_Shell_Client,,,,y
PJ_P4_Switch_cli_net,2,Switch to networker,xUI,xClick,avatar_networker_bar_btn,,,y
PJ_P4_Switch_cli_net,3,Wait,xTime,xTimeWait,2,,,y
PJ_P4_Switch_cli_net,4,Open Promote,xUI,xClick,nav_promote_btn,,,y
PJ_P4_Switch_cli_net,5,Verify promote,xUI,xGetText,promote_heading_locator,,Promote the arena,y
PJ_P4_Switch_net_cli,1,Journey shell ready,xReuse,PReuse_J_P4_Shell_Networker,,,,y
PJ_P4_Switch_net_cli,2,Switch to client,xUI,xClick,avatar_client_bar_btn,,,y
PJ_P4_Switch_net_cli,3,Wait,xTime,xTimeWait,2,,,y
PJ_P4_Switch_net_cli,4,Verify creator title,xUI,xGetText,build_panel_title_locator,,Build — qoa_web,y
PJ_P5_Switch_cli_net,1,Journey shell ready,xReuse,PReuse_J_P5_Shell_Client,,,,y
PJ_P5_Switch_cli_net,2,Switch to networker,xUI,xClick,avatar_networker_bar_btn,,,y
PJ_P5_Switch_cli_net,3,Wait,xTime,xTimeWait,2,,,y
PJ_P5_Switch_cli_net,4,Open Promote,xUI,xClick,nav_promote_btn,,,y
PJ_P5_Switch_cli_net,5,Verify promote,xUI,xGetText,promote_heading_locator,,Promote the arena,y
PJ_P5_Switch_net_cli,1,Journey shell ready,xReuse,PReuse_J_P5_Shell_Networker,,,,y
PJ_P5_Switch_net_cli,2,Switch to client,xUI,xClick,avatar_client_bar_btn,,,y
PJ_P5_Switch_net_cli,3,Wait,xTime,xTimeWait,2,,,y
PJ_P5_Switch_net_cli,4,Verify creator title,xUI,xGetText,build_panel_title_locator,,Build — qoa_web,y
PJ_P6_Switch_cli_con,1,Journey shell ready,xReuse,PReuse_J_P6_Shell_Client,,,,y
PJ_P6_Switch_cli_con,2,Switch to consultant,xUI,xClick,avatar_hitl_bar_btn,,,y
PJ_P6_Switch_cli_con,3,Wait,xTime,xTimeWait,2,,,y
PJ_P6_Switch_cli_con,4,Verify hunter title,xUI,xGetText,build_panel_title_locator,,Build — qoa_web (QA Hunter),y
PJ_P6_Switch_con_cli,1,Journey shell ready,xReuse,PReuse_J_P6_Shell_Consultant,,,,y
PJ_P6_Switch_con_cli,2,Switch to client,xUI,xClick,avatar_client_bar_btn,,,y
PJ_P6_Switch_con_cli,3,Wait,xTime,xTimeWait,2,,,y
PJ_P6_Switch_con_cli,4,Verify creator title,xUI,xGetText,build_panel_title_locator,,Build — qoa_web,y
PJ_P6_Switch_cli_net,1,Journey shell ready,xReuse,PReuse_J_P6_Shell_Client,,,,y
PJ_P6_Switch_cli_net,2,Switch to networker,xUI,xClick,avatar_networker_bar_btn,,,y
PJ_P6_Switch_cli_net,3,Wait,xTime,xTimeWait,2,,,y
PJ_P6_Switch_cli_net,4,Open Promote,xUI,xClick,nav_promote_btn,,,y
PJ_P6_Switch_cli_net,5,Verify promote,xUI,xGetText,promote_heading_locator,,Promote the arena,y
PJ_P6_Switch_net_cli,1,Journey shell ready,xReuse,PReuse_J_P6_Shell_Networker,,,,y
PJ_P6_Switch_net_cli,2,Switch to client,xUI,xClick,avatar_client_bar_btn,,,y
PJ_P6_Switch_net_cli,3,Wait,xTime,xTimeWait,2,,,y
PJ_P6_Switch_net_cli,4,Verify creator title,xUI,xGetText,build_panel_title_locator,,Build — qoa_web,y
PJ_P7_Switch_cli_net,1,Journey shell ready,xReuse,PReuse_J_P7_Shell_Client,,,,y
PJ_P7_Switch_cli_net,2,Switch to networker,xUI,xClick,avatar_networker_bar_btn,,,y
PJ_P7_Switch_cli_net,3,Wait,xTime,xTimeWait,2,,,y
PJ_P7_Switch_cli_net,4,Open Promote,xUI,xClick,nav_promote_btn,,,y
PJ_P7_Switch_cli_net,5,Verify promote,xUI,xGetText,promote_heading_locator,,Promote the arena,y
PJ_P7_Switch_net_cli,1,Journey shell ready,xReuse,PReuse_J_P7_Shell_Networker,,,,y
PJ_P7_Switch_net_cli,2,Switch to client,xUI,xClick,avatar_client_bar_btn,,,y
PJ_P7_Switch_net_cli,3,Wait,xTime,xTimeWait,2,,,y
PJ_P7_Switch_net_cli,4,Verify creator title,xUI,xGetText,build_panel_title_locator,,Build — qoa_web,y
PJ_P8_Switch_cli_con,1,Journey shell ready,xReuse,PReuse_J_P8_Shell_Client,,,,y
PJ_P8_Switch_cli_con,2,Switch to consultant,xUI,xClick,avatar_hitl_bar_btn,,,y
PJ_P8_Switch_cli_con,3,Wait,xTime,xTimeWait,2,,,y
PJ_P8_Switch_cli_con,4,Verify hunter title,xUI,xGetText,build_panel_title_locator,,Build — qoa_web (QA Hunter),y
PJ_P8_Switch_con_cli,1,Journey shell ready,xReuse,PReuse_J_P8_Shell_Consultant,,,,y
PJ_P8_Switch_con_cli,2,Switch to client,xUI,xClick,avatar_client_bar_btn,,,y
PJ_P8_Switch_con_cli,3,Wait,xTime,xTimeWait,2,,,y
PJ_P8_Switch_con_cli,4,Verify creator title,xUI,xGetText,build_panel_title_locator,,Build — qoa_web,y
PJ_P8_Switch_cli_net,1,Journey shell ready,xReuse,PReuse_J_P8_Shell_Client,,,,y
PJ_P8_Switch_cli_net,2,Switch to networker,xUI,xClick,avatar_networker_bar_btn,,,y
PJ_P8_Switch_cli_net,3,Wait,xTime,xTimeWait,2,,,y
PJ_P8_Switch_cli_net,4,Open Promote,xUI,xClick,nav_promote_btn,,,y
PJ_P8_Switch_cli_net,5,Verify promote,xUI,xGetText,promote_heading_locator,,Promote the arena,y
PJ_P8_Switch_net_cli,1,Journey shell ready,xReuse,PReuse_J_P8_Shell_Networker,,,,y
PJ_P8_Switch_net_cli,2,Switch to client,xUI,xClick,avatar_client_bar_btn,,,y
PJ_P8_Switch_net_cli,3,Wait,xTime,xTimeWait,2,,,y
PJ_P8_Switch_net_cli,4,Verify creator title,xUI,xGetText,build_panel_title_locator,,Build — qoa_web,y
PJ_P9_Switch_cli_net,1,Journey shell ready,xReuse,PReuse_J_P9_Shell_Client,,,,y
PJ_P9_Switch_cli_net,2,Switch to networker,xUI,xClick,avatar_networker_bar_btn,,,y
PJ_P9_Switch_cli_net,3,Wait,xTime,xTimeWait,2,,,y
PJ_P9_Switch_cli_net,4,Open Promote,xUI,xClick,nav_promote_btn,,,y
PJ_P9_Switch_cli_net,5,Verify promote,xUI,xGetText,promote_heading_locator,,Promote the arena,y
PJ_P9_Switch_net_cli,1,Journey shell ready,xReuse,PReuse_J_P9_Shell_Networker,,,,y
PJ_P9_Switch_net_cli,2,Switch to client,xUI,xClick,avatar_client_bar_btn,,,y
PJ_P9_Switch_net_cli,3,Wait,xTime,xTimeWait,2,,,y
PJ_P9_Switch_net_cli,4,Verify creator title,xUI,xGetText,build_panel_title_locator,,Build — qoa_web,y
PJ_P1_Engine_Run,1,Journey shell ready,xReuse,PReuse_J_P1_Shell_Client,,,,y
PJ_P1_Engine_Run,2,Open run,xUI,xClick,nav_run_btn,,,y
PJ_P1_Engine_Run,3,Wait,xTime,xTimeWait,2,,,y
PJ_P1_Engine_Run,4,Verify Run scope,xUI,xGetText,run_scope_locator,,run_scope_locator,y
PJ_P1_Engine_RunRefresh,1,Journey shell ready,xReuse,PReuse_J_P1_Shell_Client,,,,y
PJ_P1_Engine_RunRefresh,2,Open run,xUI,xClick,nav_run_btn,,,y
PJ_P1_Engine_RunRefresh,3,Wait,xTime,xTimeWait,2,,,y
PJ_P1_Engine_RunRefresh,4,Verify Refresh runs,xUI,xGetText,btn_refresh_locator,,,y
PJ_P1_Engine_RunBtn,1,Journey shell ready,xReuse,PReuse_J_P1_Shell_Client,,,,y
PJ_P1_Engine_RunBtn,2,Open run,xUI,xClick,nav_run_btn,,,y
PJ_P1_Engine_RunBtn,3,Wait,xTime,xTimeWait,2,,,y
PJ_P1_Engine_RunBtn,4,Verify Run button,xUI,xGetText,btn_run_locator,,,y
PJ_P1_Engine_AnalyzeScope,1,Journey shell ready,xReuse,PReuse_J_P1_Shell_Client,,,,y
PJ_P1_Engine_AnalyzeScope,2,Open analyze,xUI,xClick,nav_analyze_btn,,,y
PJ_P1_Engine_AnalyzeScope,3,Wait,xTime,xTimeWait,2,,,y
PJ_P1_Engine_AnalyzeScope,4,Verify Analyze scope,xUI,xGetText,analyze_scope_locator,,analyze_scope_locator,y
PJ_P1_Engine_AnalyzeAi,1,Journey shell ready,xReuse,PReuse_J_P1_Shell_Client,,,,y
PJ_P1_Engine_AnalyzeAi,2,Open analyze,xUI,xClick,nav_analyze_btn,,,y
PJ_P1_Engine_AnalyzeAi,3,Wait,xTime,xTimeWait,2,,,y
PJ_P1_Engine_AnalyzeAi,4,Verify Analyze AI,xUI,xGetText,btn_analyze_ai_locator,,,y
PJ_P1_Engine_HealShrink,1,Journey shell ready,xReuse,PReuse_J_P1_Shell_Client,,,,y
PJ_P1_Engine_HealShrink,2,Open Heal,xUI,xClick,nav_heal_btn,,,y
PJ_P1_Engine_HealShrink,3,Wait,xTime,xTimeWait,2,,,y
PJ_P1_Engine_HealShrink,4,Verify Shrink,xUI,xGetText,btn_shrink_locator,,Shrink to failures (Loop 2 prep),y
PJ_P1_Engine_HealRestore,1,Journey shell ready,xReuse,PReuse_J_P1_Shell_Client,,,,y
PJ_P1_Engine_HealRestore,2,Open Heal,xUI,xClick,nav_heal_btn,,,y
PJ_P1_Engine_HealRestore,3,Wait,xTime,xTimeWait,2,,,y
PJ_P1_Engine_HealRestore,4,Verify Restore,xUI,xGetText,btn_restore_locator,,,y
PJ_P1_Engine_HealAi,1,Journey shell ready,xReuse,PReuse_J_P1_Shell_Client,,,,y
PJ_P1_Engine_HealAi,2,Open Heal,xUI,xClick,nav_heal_btn,,,y
PJ_P1_Engine_HealAi,3,Wait,xTime,xTimeWait,2,,,y
PJ_P1_Engine_HealAi,4,Verify Heal AI,xUI,xGetText,btn_heal_ai_locator,,,y
PJ_P1_Engine_LoopPanel,1,Journey shell ready,xReuse,PReuse_J_P1_Shell_Client,,,,y
PJ_P1_Engine_LoopPanel,2,Open Loop,xUI,xClick,nav_loop_btn,,,y
PJ_P1_Engine_LoopPanel,3,Wait,xTime,xTimeWait,2,,,y
PJ_P1_Engine_LoopPanel,4,Verify loop,xUI,xGetText,loop_heading_locator,,Loop — BRAHL cycle (FoXYiZ),y
PJ_P1_Engine_BrahlList,1,Journey shell ready,xReuse,PReuse_J_P1_Shell_Client,,,,y
PJ_P1_Engine_BrahlList,2,Open BRAHL,xUI,xClick,nav_brahl_btn,,,y
PJ_P1_Engine_BrahlList,3,Wait,xTime,xTimeWait,2,,,y
PJ_P1_Engine_BrahlList,4,Verify Report list,xUI,xGetText,brahl_report_list_locator,,,y
PJ_P1_Engine_BrahlChat,1,Journey shell ready,xReuse,PReuse_J_P1_Shell_Client,,,,y
PJ_P1_Engine_BrahlChat,2,Open BRAHL,xUI,xClick,nav_brahl_btn,,,y
PJ_P1_Engine_BrahlChat,3,Wait,xTime,xTimeWait,2,,,y
PJ_P1_Engine_BrahlChat,4,Verify BRAHL chat,xUI,xGetText,brahl_chat_input_locator,,,y
PJ_P1_Engine_BrahlGoNoGo,1,Journey shell ready,xReuse,PReuse_J_P1_Shell_Client,,,,y
PJ_P1_Engine_BrahlGoNoGo,2,Open BRAHL,xUI,xClick,nav_brahl_btn,,,y
PJ_P1_Engine_BrahlGoNoGo,3,Wait,xTime,xTimeWait,2,,,y
PJ_P1_Engine_BrahlGoNoGo,4,Verify Go/No-Go,xUI,xGetText,gonogo_section_locator,,Launch readiness — Go / No-Go,y
PJ_P1_Engine_LinkReport,1,Journey shell ready,xReuse,PReuse_J_P1_Shell_Client,,,,y
PJ_P1_Engine_LinkReport,2,Open BRAHL,xUI,xClick,nav_brahl_btn,,,y
PJ_P1_Engine_LinkReport,3,Wait,xTime,xTimeWait,2,,,y
PJ_P1_Engine_LinkReport,4,Verify Link report,xUI,xGetText,btn_link_report_locator,,,y
PJ_P2_Engine_Run,1,Journey shell ready,xReuse,PReuse_J_P2_Shell_Client,,,,y
PJ_P2_Engine_Run,2,Open run,xUI,xClick,nav_run_btn,,,y
PJ_P2_Engine_Run,3,Wait,xTime,xTimeWait,2,,,y
PJ_P2_Engine_Run,4,Verify Run scope,xUI,xGetText,run_scope_locator,,run_scope_locator,y
PJ_P2_Engine_RunRefresh,1,Journey shell ready,xReuse,PReuse_J_P2_Shell_Client,,,,y
PJ_P2_Engine_RunRefresh,2,Open run,xUI,xClick,nav_run_btn,,,y
PJ_P2_Engine_RunRefresh,3,Wait,xTime,xTimeWait,2,,,y
PJ_P2_Engine_RunRefresh,4,Verify Refresh runs,xUI,xGetText,btn_refresh_locator,,,y
PJ_P2_Engine_RunBtn,1,Journey shell ready,xReuse,PReuse_J_P2_Shell_Client,,,,y
PJ_P2_Engine_RunBtn,2,Open run,xUI,xClick,nav_run_btn,,,y
PJ_P2_Engine_RunBtn,3,Wait,xTime,xTimeWait,2,,,y
PJ_P2_Engine_RunBtn,4,Verify Run button,xUI,xGetText,btn_run_locator,,,y
PJ_P2_Engine_AnalyzeScope,1,Journey shell ready,xReuse,PReuse_J_P2_Shell_Client,,,,y
PJ_P2_Engine_AnalyzeScope,2,Open analyze,xUI,xClick,nav_analyze_btn,,,y
PJ_P2_Engine_AnalyzeScope,3,Wait,xTime,xTimeWait,2,,,y
PJ_P2_Engine_AnalyzeScope,4,Verify Analyze scope,xUI,xGetText,analyze_scope_locator,,analyze_scope_locator,y
PJ_P2_Engine_AnalyzeAi,1,Journey shell ready,xReuse,PReuse_J_P2_Shell_Client,,,,y
PJ_P2_Engine_AnalyzeAi,2,Open analyze,xUI,xClick,nav_analyze_btn,,,y
PJ_P2_Engine_AnalyzeAi,3,Wait,xTime,xTimeWait,2,,,y
PJ_P2_Engine_AnalyzeAi,4,Verify Analyze AI,xUI,xGetText,btn_analyze_ai_locator,,,y
PJ_P2_Engine_HealShrink,1,Journey shell ready,xReuse,PReuse_J_P2_Shell_Client,,,,y
PJ_P2_Engine_HealShrink,2,Open Heal,xUI,xClick,nav_heal_btn,,,y
PJ_P2_Engine_HealShrink,3,Wait,xTime,xTimeWait,2,,,y
PJ_P2_Engine_HealShrink,4,Verify Shrink,xUI,xGetText,btn_shrink_locator,,Shrink to failures (Loop 2 prep),y
PJ_P2_Engine_HealRestore,1,Journey shell ready,xReuse,PReuse_J_P2_Shell_Client,,,,y
PJ_P2_Engine_HealRestore,2,Open Heal,xUI,xClick,nav_heal_btn,,,y
PJ_P2_Engine_HealRestore,3,Wait,xTime,xTimeWait,2,,,y
